"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name"
"57","ENSG00000053501",446.343477835168,0.448921709801044,0.11418008281393,3.9316989332773,8.43476570296095e-05,0.00624654648630708,"chr19",17215346,17219829,0.552631578947368,0.560267652999612,"0.5413492476701157",4484,2530,"7","protein_coding",55.26,"USE1"
"58","ENSG00000054118",3293.15280288681,-0.278116531744296,0.0754974319078877,-3.68378797418723,0.000229793404367583,0.0106442253657947,"chr1",36224416,36305357,0.437177238022288,0.476369789928669,"0.43561786822359433",80942,4721,"5","protein_coding",43.72,"THRAP3"
"59","ENSG00000054967",1984.93021464085,0.304269745163379,0.0960187419208135,3.16885786125285,0.00153039218283673,0.0293634872571994,"chr11",73376264,73397474,0.59841591626986,0.615822438487414,"0.5977898288918576",21211,6767,"8","protein_coding",59.84,"RELT"
"60","ENSG00000055130",959.970746800206,-0.286237974577906,0.0879247810974594,-3.2554869173985,0.00113198111490265,0.0252628110071263,"chr7",148697914,148801036,0.412216479349903,0.459133706191617,"0.4106460439578156",103123,3524,"4","protein_coding",41.22,"CUL1"
"61","ENSG00000058600",666.734030760458,0.233378517562051,0.0735141612298749,3.17460627527653,0.00150039935626784,0.0291157710375654,"chr16",22297375,22335103,0.516737787908505,0.52445535174941,"0.5221326969195627",37729,9911,"6","protein_coding",51.67,"POLR3E"
"62","ENSG00000058866",164.772216485127,-0.470507218515987,0.123096504124823,-3.82226304362698,0.000132232523418819,0.00766978008395139,"chr3",186105668,186362237,0.446996920918268,0.444356022628078,"0.45486024472822234",256570,10949,"4","protein_coding",44.7,"DGKG"
"63","ENSG00000059145",893.599101693969,0.323933986240817,0.0905989170155799,3.57547305102015,0.000349595188021892,0.0131577080705326,"chr16",1363205,1414751,0.57821017711991,0.594348893899027,"0.5758781362308347",51547,7474,"8","protein_coding",57.82,"UNKL"
"64","ENSG00000060237",2279.18696807676,-0.430532965186323,0.105419349334989,-4.0840032489503,4.42664113229148e-05,0.00458954152595981,"chr12",752593,911452,0.387240337404004,0.479572780913462,"0.3821994055583756",158860,14337,"5","protein_coding",38.72,"WNK1"
"65","ENSG00000060971",2761.57298213417,0.196297374549545,0.0656595503918283,2.98962410461427,0.00279320952110009,0.0416091901074221,"chr3",38103129,38137242,0.514568798733658,0.508176638666898,"0.5094061318875999",34114,7310,"6","protein_coding",51.46,"ACAA1"
"66","ENSG00000063177",16685.2268856115,0.281206776991186,0.0902845138371318,3.11467343667007,0.00184148660910844,0.0324702944952999,"chr19",48615328,48619536,0.568306010928962,0.574487609410629,"0.5928344784197999",4209,7524,"7","protein_coding",56.83,"RPL18"
"67","ENSG00000064419",1181.32202092053,-0.2462265967868,0.0630085563554221,-3.90782793685783,9.31295890870577e-05,0.00660055962654521,"chr7",128954180,129055173,0.398043448125631,0.474769744385129,"0.3932558883474636",100994,4652,"5","protein_coding",39.8,"TNPO3"
"68","ENSG00000064687",5795.45266278982,0.363534769844117,0.117974221826179,3.08147631081425,0.00205976865701616,0.0345721022321011,"chr19",1040101,1065572,0.604860238693467,0.633694808946968,"0.5899577319804423",25472,8729,"8","protein_coding",60.49,"ABCA7"
"69","ENSG00000064763",466.808141424834,-0.391386579883825,0.110663719923461,-3.53671989478143,0.000405129088038846,0.0144544056728393,"chr12",29149103,29340980,0.388991963643565,0.441290730897871,"0.3901273829409594",191878,5393,"3","protein_coding",38.9,"FAR2"
"70","ENSG00000064787",16.0601040111051,-1.12171358316865,0.349623397935373,-3.20834815344938,0.00133499784115086,0.0273614127714337,"chr20",53936777,54070594,0.407291993603252,0.458639537064351,"0.39973406117989474",133818,8172,"4","protein_coding",40.73,"BCAS1"
"71","ENSG00000065057",199.061965019318,0.517808384674698,0.129842133276696,3.98798426679602,6.66370817465047e-05,0.0056235498195748,"chr16",2039815,2047866,0.614381520119225,0.630927532628452,"0.6026290762432147",8052,2508,"8","protein_coding",61.44,"NTHL1"
"72","ENSG00000065427",2485.90619307864,-0.284088361508194,0.0780804160310589,-3.63840737471467,0.000274329255981638,0.0115448637673604,"chr16",75627474,75648643,0.455692017005196,0.467816676029512,"0.44374884919904256",21170,4048,"4","protein_coding",45.57,"KARS"
"73","ENSG00000065534",111.783005757632,-0.688831762089745,0.213570705215547,-3.22531014445329,0.00125836267070949,0.026579432243717,"chr3",123610049,123884331,0.453378444890861,0.483353176268331,"0.45324754312972954",274283,22276,"5","protein_coding",45.34,"MYLK"
"74","ENSG00000065882",2069.63651493946,-0.278093530031959,0.0841010155187671,-3.30666078544441,0.000944151487616865,0.022689648465325,"chr4",37891087,38139175,0.428418833563761,0.478771945506848,"0.42735038611133797",248089,9231,"5","protein_coding",42.84,"TBC1D1"
"75","ENSG00000066379",545.117505233557,0.258841313489056,0.079740834493213,3.24603216324614,0.00117025617328917,0.0257059661115723,"chr6",30058899,30064909,0.41390783563467,0.454798151097155,"0.5346355816966976",6011,3670,"4","protein_coding",41.39,"ZNRD1"
"76","ENSG00000066382",10.2429026488279,-1.63556742620509,0.497973265720275,-3.2844482601679,0.00102182258067991,0.0237691652613543,"chr11",30384493,30586872,0.400064235596403,0.448496116004301,"0.39488917051439487",202380,8183,"4","protein_coding",40.01,"MPPED2"
"77","ENSG00000066933",450.332272105617,-0.338161257359229,0.104623544299621,-3.23217168394529,0.00122853220228453,0.026162544927524,"chr15",71822289,72118577,0.37931209056023,0.400332931684866,"0.376361632543803",296289,20371,"2","protein_coding",37.93,"MYO9A"
"78","ENSG00000067066",4302.92045020889,-0.372405028032916,0.0967822085869476,-3.84786660141521,0.000119150899079288,0.00742511539710824,"chr2",230415942,230544090,0.392004619622471,0.425288870947369,"0.3854684985812574",128149,12776,"3","protein_coding",39.2,"SP100"
"79","ENSG00000067560",13431.3271041057,-0.215774090852241,0.0710125969129507,-3.0385326017121,0.00237733380065849,0.0377690494953401,"chr3",49359145,49412998,0.465740706354217,0.502150879696872,"0.46609437731099973",53854,2572,"6","protein_coding",46.57,"RHOA"
"80","ENSG00000067596",1261.51486293714,-0.305750501323321,0.102542680757951,-2.98169015148956,0.00286661964503113,0.0421490655100849,"chr17",43483865,43544463,0.463588508061189,0.473460764883987,"0.4533257002006598",60599,9414,"5","protein_coding",46.36,"DHX8"
"81","ENSG00000067992",407.038164341737,-0.419659421839555,0.125916212455586,-3.33284661010256,0.000859623210908637,0.0214244554103383,"chrX",24465221,24539837,0.409544741814868,0.448268616462259,"0.40965617687288597",74617,2683,"4","protein_coding",40.95,"PDK3"
"82","ENSG00000068489",139.940659075694,-0.402156081276653,0.111982624954805,-3.59123642117657,0.000329112913939404,0.0127867766820483,"chr17",59155499,59204705,0.444713150568009,0.450599925505321,"0.44271868259111036",49207,4190,"4","protein_coding",44.47,"PRR11"
"83","ENSG00000068831",9106.31483144052,0.28369938553258,0.0919397586752705,3.08570948651933,0.00203067121794086,0.0342995284176469,"chr11",64726911,64745456,0.556292461986412,0.625831074759167,"0.5360772152202723",18546,6821,"8","protein_coding",55.63,"RASGRP2"
"84","ENSG00000068878",1215.4774085024,-0.23811939500732,0.0762891829283387,-3.12127336887321,0.00180070790192395,0.0320628500220885,"chr2",53864067,53970840,0.379802199037219,0.39716833221871,"0.36934084980259124",106774,10331,"2","protein_coding",37.98,"PSME4"
"85","ENSG00000069248",572.750489324479,-0.268550370338482,0.0692897156140541,-3.87576089696075,0.000106292021386428,0.00696231926366555,"chr1",229440260,229508341,0.402543991069593,0.437659868488004,"0.4006054212009848",68082,6053,"3","protein_coding",40.25,"NUP133"
"86","ENSG00000069329",1996.07065914444,-0.377757415478031,0.0957780485665015,-3.94409179485154,8.01029727738598e-05,0.00609641725022925,"chr16",46656132,46689518,0.388594363075449,0.422494585294457,"0.36990457708974117",33387,9915,"3","protein_coding",38.86,"VPS35"
"87","ENSG00000069849",957.281660980924,-0.254311922930059,0.075745129846699,-3.35746896790278,0.000786595725536667,0.0204271495781568,"chr3",141876124,141926514,0.406124109463992,0.450151044864917,"0.4029230250526267",50391,2571,"4","protein_coding",40.61,"ATP1B3"
"88","ENSG00000069998",642.445991274119,0.302878280756188,0.0785214488652697,3.85726811123772,0.000114661371038234,0.00722366637540875,"chr22",17137511,17165287,0.501242034776974,0.554250405031174,"0.5252649550217687",27777,4970,"7","protein_coding",50.12,"CECR5"
"89","ENSG00000070031",9.32189749737881,0.970704504455678,0.310184219268304,3.12944516244405,0.00175136758825125,0.031745068452778,"chr11",626431,627143,0.733520336605891,0.715765882261394,"0.7158956749259071",713,362,"8","protein_coding",73.35,"SCT"
"90","ENSG00000071054",3959.47694249898,-0.279104019588527,0.0945114863798127,-2.95312273967308,0.0031457685736851,0.0441100192016965,"chr2",101696850,101894689,0.410417509098261,0.461847037534385,"0.4085945285799067",197840,12270,"4","protein_coding",41.04,"MAP4K4"
"91","ENSG00000071082",3228.31045846411,1.09493487846591,0.283278125942337,3.86522918006311,0.000110984936633397,0.00713414763842532,"chr2",101001715,101024032,0.428398602025271,0.444932504939056,"0.48384264044745195",22318,6311,"4","protein_coding",42.84,"RPL31"
"92","ENSG00000071626",2663.59708102157,0.276427262924351,0.0656235732222621,4.21231654040101,2.52764990135709e-05,0.00325260140498036,"chr19",1407569,1435687,0.587467548632597,0.577857521204346,"0.5774172427084382",28119,9188,"7","protein_coding",58.75,"DAZAP1"
"93","ENSG00000071889",631.609737504013,0.353211598915663,0.106057296705167,3.33038470608552,0.000867260708976496,0.0214966916716797,"chrX",154506159,154516242,0.553153510511702,0.562782861437361,"0.5247893274754026",10084,5547,"7","protein_coding",55.32,"FAM3A"
"94","ENSG00000072062",2274.65136549065,-0.324352053573617,0.103532359420353,-3.13285677434154,0.00173113893899967,0.0315359286237049,"chr19",14091688,14118084,0.533469712467326,0.568192191083484,"0.5159955874241589",26397,6132,"7","protein_coding",53.35,"PRKACA"
"95","ENSG00000072609",1742.743518086,0.223981137695254,0.0571848166845366,3.91679383936577,8.9734424044017e-05,0.00643534146187607,"chr12",132822187,132956304,0.486936876481904,0.550211351939337,"0.4827176983406506",134118,17451,"7","protein_coding",48.69,"CHFR"
"96","ENSG00000072736",1524.29311457095,-0.215291809822266,0.0697293091194666,-3.08753682692321,0.00201822763037245,0.0342551189199979,"chr16",68084751,68229259,0.415268253188383,0.46196597809186,"0.4101767059458725",144509,8787,"4","protein_coding",41.53,"NFATC3"
"97","ENSG00000072864",1665.27624767365,-0.271522126755754,0.0807664185068406,-3.36181957520819,0.000774306994463771,0.0201853823384349,"chr16",15643267,15726353,0.485442969417598,0.528214146991646,"0.473687247058679",83087,5495,"6","protein_coding",48.54,"NDE1"
"98","ENSG00000073169",1169.829894624,0.303337691991432,0.10482334761141,2.89379893796117,0.00380611795567851,0.0496821612862092,"chr22",50200979,50217616,0.557819449453059,0.667003705620157,"0.5393730604753842",16638,2608,"8","protein_coding",55.78,"SELENOO"
"99","ENSG00000073584",167.05611122598,-0.427837950042715,0.130889019788715,-3.2687077245543,0.00108039840361963,0.0246886002963156,"chr17",40624962,40648508,0.377160572472077,0.402463793867722,"0.3453094955771181",23547,11179,"2","protein_coding",37.72,"SMARCE1"
"100","ENSG00000073614",3116.83598153603,-0.315905533296061,0.105974301552171,-2.98096357955744,0.00287342963993127,0.0421808312191853,"chr12",280129,389454,0.394636225600498,0.424567702835673,"0.3911522415268601",109326,12060,"3","protein_coding",39.46,"KDM5A"
"101","ENSG00000073792",592.792794127416,-0.701170969604875,0.221765890931432,-3.16176201245335,0.00156817669497538,0.0298562412944736,"chr3",185643739,185825056,0.425390749953121,0.468961514974592,"0.42171078848228194",181318,4715,"4","protein_coding",42.54,"IGF2BP2"
"102","ENSG00000073921",5674.00615827638,-0.367098955516387,0.104526950750026,-3.51200291295491,0.000444743124337173,0.0152829909999501,"chr11",85957684,86069882,0.373336660754552,0.395387383604437,"0.3688460188777284",112199,5807,"2","protein_coding",37.33,"PICALM"
"103","ENSG00000074071",878.750588086853,0.290431164880068,0.0930941987480101,3.11975578270151,0.00181001037403845,0.0320711213149939,"chr16",1771890,1773155,0.654028436018957,0.644464444911236,"0.6222222222222222",1266,1094,"8","protein_coding",65.4,"MRPS34"
"104","ENSG00000074319",1223.90458237577,-0.25355924102963,0.0636007421805811,-3.98673399611755,6.69890580398144e-05,0.00562708087534441,"chr11",18468336,18527232,0.396981170518023,0.440192675089398,"0.39299464256181266",58897,3824,"3","protein_coding",39.7,"TSG101"
"105","ENSG00000074416",275.78332103887,-0.488725049388175,0.15517146030278,-3.14958078266806,0.00163504897626073,0.0305523466789646,"chr3",127689062,127823250,0.493177533180812,0.542792574292431,"0.4920083889993652",134189,10088,"7","protein_coding",49.32,"MGLL"
"106","ENSG00000074842",908.061687158896,0.352515525122263,0.0990115060989171,3.56034908478297,0.000370362115074977,0.0135753700210166,"chr19",4641374,4670370,0.547366968996793,0.570944963408981,"0.545778611090153",28997,1671,"7","protein_coding",54.74,"MYDGF"
