"","Row.names","logFC","logCPM","LR","PValue","FDR","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name"
"31","ENSG00000029364",-0.203303773472552,4.92191756195678,8.85892978209651,0.00291658524088538,0.0459617213162305,"chr14",69398015,69462388,0.401994594090782,0.433928214157591,"0.40010354730957454",64374,7810,"3","protein_coding",40.2,"SLC39A9"
"32","ENSG00000031691",0.916376066600232,1.14873101477765,11.783723986028,0.000597508344956903,0.0207077300379443,"chr6",49463378,49493107,0.379852001345442,0.338554066528955,"0.38321265572018676",29730,1724,"1","protein_coding",37.99,"CENPQ"
"33","ENSG00000035403",-0.394590034637338,6.31995964453054,15.7797626999717,7.11595958910993e-05,0.007024411569677,"chr10",73995193,74121363,0.414548509562419,0.453539839408706,"0.4101093624340075",126171,9966,"4","protein_coding",41.45,"VCL"
"34","ENSG00000035928",-0.389312969695694,5.24021254356411,15.2967688437765,9.18735270648227e-05,0.00791328305909804,"chr4",39287456,39366375,0.392587430309174,0.417273789741148,"0.3901596192125551",78920,6680,"3","protein_coding",39.26,"RFC1"
"35","ENSG00000036257",-0.288943081975476,5.66441996603168,10.6475370159876,0.00110217586134237,0.0279860289879288,"chr2",224470150,224585397,0.372327502429543,0.368304150713973,"0.3644872546519234",115248,11774,"1","protein_coding",37.23,"CUL3"
"36","ENSG00000037241",0.593315013005266,1.58572040087394,8.77011778317302,0.00306205674191932,0.0470698685708275,"chr5",172958729,172969771,0.461197138458752,0.515124117851298,"0.4607457735620358",11043,1157,"6","protein_coding",46.12,"RPL26L1"
"37","ENSG00000038219",-0.455735956755621,7.82627062651647,16.4924580987737,4.88439788396892e-05,0.0057215836812812,"chr4",13568738,13627723,0.388770216661581,0.418045643639494,"0.37560204629421967",58986,15832,"3","protein_coding",38.88,"BOD1L1"
"38","ENSG00000042088",-0.251436282368268,3.78002168987755,12.9694256509958,0.000316619135988884,0.0143015805615956,"chr14",89954939,90044768,0.421362573750417,0.471766478889168,"0.42338522958077884",89830,6202,"5","protein_coding",42.14,"TDP1"
"39","ENSG00000042286",0.522819570200237,2.42855954379272,10.6855787750689,0.00107973947866546,0.0276964998242784,"chr10",70098223,70132934,0.502477529384651,0.53039430212806,"0.4990063854739604",34712,5124,"6","protein_coding",50.25,"AIFM2"
"40","ENSG00000043462",-0.315236478545506,7.73230495062706,14.584704842209,0.000133997756102619,0.00940138978613726,"chr5",170246237,170298227,0.44642341943798,0.439652108042131,"0.4464038102146935",51991,7223,"3","protein_coding",44.64,"LCP2"
"41","ENSG00000044574",-0.332720852928724,7.0875053859729,12.255709154086,0.000463836844836441,0.0182737156964599,"chr9",125234853,125241330,0.439796233405372,0.460284827935166,"0.39876299217735967",6478,3900,"4","protein_coding",43.98,"HSPA5"
"42","ENSG00000047410",-0.370441383407128,6.65202669620409,14.3467637732073,0.000152040812618791,0.00990587222046592,"chr1",186311652,186375693,0.341603947409512,0.394724278987202,"0.3290362398788345",64042,12299,"2","protein_coding",34.16,"TPR"
"43","ENSG00000048649",-0.299928937790616,6.36832449613639,10.5429799035091,0.00116630225832889,0.0281112441441659,"chr11",77659996,77821017,0.390369017898175,0.384078886464746,"0.384874229620184",161022,17099,"1","protein_coding",39.04,"RSF1"
"44","ENSG00000048991",-0.296916708206998,3.77554780798921,13.4969208223994,0.00023895524037846,0.0123046767827393,"chr2",135531455,135725270,0.379788046394519,0.449804970472221,"0.3755315132413914",193816,7866,"4","protein_coding",37.98,"R3HDM1"
"45","ENSG00000049769",0.357780104438691,2.57653412987448,8.7144229355338,0.00315702333873121,0.0477579505947614,"chrX",49269843,49301461,0.478478130238148,0.58641680091698,"0.49161051366736513",31619,4433,"8","protein_coding",47.85,"PPP1R3F"
"46","ENSG00000052126",-0.719961130092199,1.53418392372039,10.0349690243552,0.00153596130118608,0.0330960511038662,"chr12",19129752,19376400,0.380946202903721,0.42256621087723,"0.37794574911516177",246649,12517,"3","protein_coding",38.09,"PLEKHA5"
"47","ENSG00000053254",-0.382930571378488,5.92277489434593,15.3339339458447,9.00837342603236e-05,0.00790262373407655,"chr14",89124871,89619149,0.443101972772462,0.455675633594032,"0.448500839172388",494279,11060,"4","protein_coding",44.31,"FOXN3"
"48","ENSG00000053501",0.433995969059797,3.89144821835199,14.8422779910636,0.000116885638542956,0.00889089850579339,"chr19",17215346,17219829,0.552631578947368,0.560267652999612,"0.5413492476701157",4484,2530,"7","protein_coding",55.26,"USE1"
"49","ENSG00000054118",-0.268422632935548,6.77896074756381,10.9580757527345,0.00093196546655205,0.0254674420105538,"chr1",36224416,36305357,0.437177238022288,0.476369789928669,"0.43561786822359433",80942,4721,"5","protein_coding",43.72,"THRAP3"
"50","ENSG00000054967",0.307709021601563,6.05850158971609,8.70360474693464,0.00317581401752532,0.0478989082420063,"chr11",73376264,73397474,0.59841591626986,0.615822438487414,"0.5977898288918576",21211,6767,"8","protein_coding",59.84,"RELT"
"51","ENSG00000055130",-0.27532481936304,4.9988115891201,9.57756570003036,0.00196969395576459,0.0374658026749892,"chr7",148697914,148801036,0.412216479349903,0.459133706191617,"0.4106460439578156",103123,3524,"4","protein_coding",41.22,"CUL1"
"52","ENSG00000058600",0.232553997140564,4.46966572776192,10.1256037673544,0.00146223752179813,0.0323997168922004,"chr16",22297375,22335103,0.516737787908505,0.52445535174941,"0.5221326969195627",37729,9911,"6","protein_coding",51.67,"POLR3E"
"53","ENSG00000058866",-0.458347522812114,2.4629109684074,13.5214172315043,0.000235856233402469,0.0123046767827393,"chr3",186105668,186362237,0.446996920918268,0.444356022628078,"0.45486024472822234",256570,10949,"4","protein_coding",44.7,"DGKG"
"54","ENSG00000059145",0.328454791812426,4.90389031394771,11.7052981896912,0.000623223936599592,0.0211897948226129,"chr16",1363205,1414751,0.57821017711991,0.594348893899027,"0.5758781362308347",51547,7474,"8","protein_coding",57.82,"UNKL"
"55","ENSG00000060237",-0.421991749446384,6.2497850846249,15.0872977057522,0.000102651705938774,0.00835043113449162,"chr12",752593,911452,0.387240337404004,0.479572780913462,"0.3821994055583756",158860,14337,"5","protein_coding",38.72,"WNK1"
"56","ENSG00000063177",0.278806831826979,9.11994366469076,8.75869375045096,0.00308129662743911,0.0471615531713698,"chr19",48615328,48619536,0.568306010928962,0.574487609410629,"0.5928344784197999",4209,7524,"7","protein_coding",56.83,"RPL18"
"57","ENSG00000064419",-0.240674947223447,5.30147432399638,12.0592439260709,0.000515361894957596,0.0193219878241766,"chr7",128954180,129055173,0.398043448125631,0.474769744385129,"0.3932558883474636",100994,4652,"5","protein_coding",39.8,"TNPO3"
"58","ENSG00000064687",0.359004936024374,7.59947572498881,8.57150182627834,0.00341465379008792,0.0498063003559627,"chr19",1040101,1065572,0.604860238693467,0.633694808946968,"0.5899577319804423",25472,8729,"8","protein_coding",60.49,"ABCA7"
"59","ENSG00000064763",-0.376954409111524,3.95960839718383,11.8592495986615,0.000573756587202375,0.0201629539874659,"chr12",29149103,29340980,0.388991963643565,0.441290730897871,"0.3901273829409594",191878,5393,"3","protein_coding",38.9,"FAR2"
"60","ENSG00000064787",-1.07525560693512,-0.915992562141633,10.0762758413112,0.00150190588965758,0.0328233686407629,"chr20",53936777,54070594,0.407291993603252,0.458639537064351,"0.39973406117989474",133818,8172,"4","protein_coding",40.73,"BCAS1"
"61","ENSG00000065057",0.503234722888103,2.73436996558563,14.6977133188182,0.00012619943826084,0.00901626384090808,"chr16",2039815,2047866,0.614381520119225,0.630927532628452,"0.6026290762432147",8052,2508,"8","protein_coding",61.44,"NTHL1"
"62","ENSG00000065427",-0.274279271432669,6.37610398614001,10.1192394590436,0.00146729534174362,0.0324299955343109,"chr16",75627474,75648643,0.455692017005196,0.467816676029512,"0.44374884919904256",21170,4048,"4","protein_coding",45.57,"KARS"
"63","ENSG00000065534",-0.678658820484456,1.89657777988219,10.5534117765979,0.00115973820283854,0.0281112441441659,"chr3",123610049,123884331,0.453378444890861,0.483353176268331,"0.45324754312972954",274283,22276,"5","protein_coding",45.34,"MYLK"
"64","ENSG00000065882",-0.270216720166434,6.11270269170227,8.89724832167744,0.0028560072151861,0.0456208207073046,"chr4",37891087,38139175,0.428418833563761,0.478771945506848,"0.42735038611133797",248089,9231,"5","protein_coding",42.84,"TBC1D1"
"65","ENSG00000066379",0.259522961151185,4.18472860631054,10.0346511730407,0.00153622636361463,0.0330960511038662,"chr6",30058899,30064909,0.41390783563467,0.454798151097155,"0.5346355816966976",6011,3670,"4","protein_coding",41.39,"ZNRD1"
"66","ENSG00000066933",-0.323356661488337,3.89410274861061,11.0512280548238,0.000886284733347902,0.0250861305056622,"chr15",71822289,72118577,0.37931209056023,0.400332931684866,"0.376361632543803",296289,20371,"2","protein_coding",37.93,"MYO9A"
"67","ENSG00000067066",-0.367367924404266,7.16301514266129,13.8479562120714,0.000198212198440233,0.0113077485025758,"chr2",230415942,230544090,0.392004619622471,0.425288870947369,"0.3854684985812574",128149,12776,"3","protein_coding",39.2,"SP100"
"68","ENSG00000067992",-0.408331326560575,3.7568599145972,10.9652412161132,0.000928368614311871,0.0254483072107237,"chrX",24465221,24539837,0.409544741814868,0.448268616462259,"0.40965617687288597",74617,2683,"4","protein_coding",40.95,"PDK3"
"69","ENSG00000068489",-0.390295137683918,2.22966781839776,11.5161312472694,0.0006899483128211,0.0221628552186098,"chr17",59155499,59204705,0.444713150568009,0.450599925505321,"0.44271868259111036",49207,4190,"4","protein_coding",44.47,"PRR11"
"70","ENSG00000068878",-0.226095217704169,5.33316596871361,9.56838735479882,0.00197956597494461,0.037559924631474,"chr2",53864067,53970840,0.379802199037219,0.39716833221871,"0.36934084980259124",106774,10331,"2","protein_coding",37.98,"PSME4"
"71","ENSG00000069248",-0.261620692569312,4.2535021917651,13.6971606883554,0.000214778957838401,0.0118303481761083,"chr1",229440260,229508341,0.402543991069593,0.437659868488004,"0.4006054212009848",68082,6053,"3","protein_coding",40.25,"NUP133"
"72","ENSG00000069329",-0.366516016277302,6.05668836727259,13.8160650109149,0.000201605017376187,0.0113903593579324,"chr16",46656132,46689518,0.388594363075449,0.422494585294457,"0.36990457708974117",33387,9915,"3","protein_coding",38.86,"VPS35"
"73","ENSG00000069849",-0.24348137418595,4.99426989800054,9.91261364812038,0.00164149837788028,0.0340520428925545,"chr3",141876124,141926514,0.406124109463992,0.450151044864917,"0.4029230250526267",50391,2571,"4","protein_coding",40.61,"ATP1B3"
"74","ENSG00000069998",0.297362170450905,4.42360002083114,12.7266187222827,0.000360487704533349,0.0152629625454349,"chr22",17137511,17165287,0.501242034776974,0.554250405031174,"0.5252649550217687",27777,4970,"7","protein_coding",50.12,"CECR5"
"75","ENSG00000070031",0.951536453980893,-1.38450633649814,9.51153637868848,0.00204184136302465,0.0380510029009844,"chr11",626431,627143,0.733520336605891,0.715765882261394,"0.7158956749259071",713,362,"8","protein_coding",73.35,"SCT"
"76","ENSG00000071082",1.08854308350401,6.72499215541406,15.8557851323233,6.83572422155579e-05,0.00686345773125467,"chr2",101001715,101024032,0.428398602025271,0.444932504939056,"0.48384264044745195",22318,6311,"4","protein_coding",42.84,"RPL31"
"77","ENSG00000071626",0.28156543213762,6.47780077001656,13.6678268353004,0.000218160270282915,0.0119417261967013,"chr19",1407569,1435687,0.587467548632597,0.577857521204346,"0.5774172427084382",28119,9188,"7","protein_coding",58.75,"DAZAP1"
"78","ENSG00000071889",0.354963407198551,4.40883996931401,9.99245761720992,0.00157182687662754,0.0332353430195216,"chrX",154506159,154516242,0.553153510511702,0.562782861437361,"0.5247893274754026",10084,5547,"7","protein_coding",55.32,"FAM3A"
"79","ENSG00000072609",0.224973642948329,5.86125867246611,12.1819945124045,0.000482530221702532,0.0187402541126112,"chr12",132822187,132956304,0.486936876481904,0.550211351939337,"0.4827176983406506",134118,17451,"7","protein_coding",48.69,"CHFR"
"80","ENSG00000072864",-0.266328668519606,5.79903603579995,9.3214544674163,0.00226486140320091,0.0401930616039519,"chr16",15643267,15726353,0.485442969417598,0.528214146991646,"0.473687247058679",83087,5495,"6","protein_coding",48.54,"NDE1"
"81","ENSG00000073584",-0.407488295993904,2.46712181028309,10.7747655335566,0.00102893249050493,0.0269439236820597,"chr17",40624962,40648508,0.377160572472077,0.402463793867722,"0.3453094955771181",23547,11179,"2","protein_coding",37.72,"SMARCE1"
"82","ENSG00000073614",-0.314738147425527,6.69118500843649,9.29355321331681,0.00229961684387785,0.0404065675637776,"chr12",280129,389454,0.394636225600498,0.424567702835673,"0.3911522415268601",109326,12060,"3","protein_coding",39.46,"KDM5A"
"83","ENSG00000073792",-0.680744771150144,4.30869573900627,9.58954063751079,0.00195688898125146,0.0374151210985522,"chr3",185643739,185825056,0.425390749953121,0.468961514974592,"0.42171078848228194",181318,4715,"4","protein_coding",42.54,"IGF2BP2"
"84","ENSG00000073921",-0.356695236037738,7.56035654295442,11.4548944217607,0.000713059402363105,0.0224940157251744,"chr11",85957684,86069882,0.373336660754552,0.395387383604437,"0.3688460188777284",112199,5807,"2","protein_coding",37.33,"PICALM"
"85","ENSG00000074071",0.289285627228058,4.87887690981392,8.65827597463495,0.00325579195401754,0.0483239316364771,"chr16",1771890,1773155,0.654028436018957,0.644464444911236,"0.6222222222222222",1266,1094,"8","protein_coding",65.4,"MRPS34"
"86","ENSG00000074319",-0.24340967076542,5.34950455941081,13.096291205459,0.000295880988085884,0.0138637995777522,"chr11",18468336,18527232,0.396981170518023,0.440192675089398,"0.39299464256181266",58897,3824,"3","protein_coding",39.7,"TSG101"
"87","ENSG00000074416",-0.485905083129813,3.21036147997714,9.64445794258634,0.00189923735632501,0.0367109344442454,"chr3",127689062,127823250,0.493177533180812,0.542792574292431,"0.4920083889993652",134189,10088,"7","protein_coding",49.32,"MGLL"
"88","ENSG00000074842",0.344791264988165,4.92117225580138,11.720373215774,0.000618195553224135,0.0211897948226129,"chr19",4641374,4670370,0.547366968996793,0.570944963408981,"0.545778611090153",28997,1671,"7","protein_coding",54.74,"MYDGF"
"89","ENSG00000075407",-0.441844893396343,3.97574098106725,15.6632889541898,7.56789328859131e-05,0.00723892123921528,"chr10",38094334,38150293,0.391065046461758,0.40319393687654,"0.39440681158980734",55960,13181,"2","protein_coding",39.11,"ZNF37A"
"90","ENSG00000075413",-0.218040537370587,6.35536581337459,10.6583593375522,0.00109574546219258,0.0279221250077795,"chr14",103385392,103503831,0.421529888551165,0.451068467721566,"0.417270036296631",118440,8866,"4","protein_coding",42.15,"MARK3"
"91","ENSG00000075568",-0.297791598511108,5.07992257836111,10.3191032811567,0.00131660244077616,0.0303198184624873,"chr2",97756333,97995891,0.3928927738052,0.480227283839468,"0.40146552523480394",239559,12947,"5","protein_coding",39.29,"TMEM131"
"92","ENSG00000075651",-0.57444724357674,2.33207947007391,13.0561169043995,0.000302295512532993,0.0140519429913154,"chr3",171600405,171810950,0.388556419974732,0.428608695725457,"0.3841491907249764",210546,12820,"3","protein_coding",38.86,"PLD1"
"93","ENSG00000076604",0.40786493125806,3.75219353441626,12.986422245675,0.000313757920784873,0.0142088670776057,"chr17",28743984,28750958,0.596415770609319,0.580592641168997,"0.6160605202643071",6975,5594,"7","protein_coding",59.64,"TRAF4"
"94","ENSG00000077097",-0.271058972056807,6.46560393523063,14.121643068982,0.000171360752332801,0.0106020414761959,"chr3",25597905,25664939,0.351517863802491,0.392515832029403,"0.34490116499299434",67035,6041,"2","protein_coding",35.15,"TOP2B"
"95","ENSG00000077348",0.363480444498216,3.57791359176318,9.26711882180317,0.0023330442074063,0.0407089570688541,"chr19",41386374,41397479,0.525301638753827,0.593397075821747,"0.5326379010589537",11106,1481,"8","protein_coding",52.53,"EXOSC5"
"96","ENSG00000077420",-0.420152325276575,7.45012995872082,10.4640802133354,0.00121718136057012,0.0289014779548347,"chr10",26438203,26567803,0.415521485173726,0.477318583765105,"0.4129634917487301",129601,3966,"5","protein_coding",41.55,"APBB1IP"
"97","ENSG00000078070",-0.212339088812154,3.64444536779448,8.98145818032187,0.00272732915020062,0.0441958369053102,"chr3",183015218,183116075,0.416208927402883,0.468189474745615,"0.4064520422800101",100858,4306,"4","protein_coding",41.62,"MCCC1"
"98","ENSG00000078618",-0.287008491813942,7.12456369890047,13.8722285884101,0.000195668523756696,0.0112724315768161,"chr1",51789191,51878937,0.393450477453285,0.429333019021412,"0.3768811927634069",89747,6821,"3","protein_coding",39.35,"NRDC"
"99","ENSG00000078674",-0.264568485614547,5.8809311452215,8.76987908599141,0.00306245749478462,0.0470698685708275,"chr8",17922840,18029944,0.365361094253303,0.386961858976207,"0.3574064244528741",107105,14415,"1","protein_coding",36.54,"PCM1"
"100","ENSG00000079246",-0.31029163582394,7.39874214224861,18.9958323366229,1.31004281636879e-05,0.00279744199377239,"chr2",216107464,216206303,0.394637798462161,0.430067281195053,"0.39308681548215746",98840,5592,"3","protein_coding",39.46,"XRCC5"
"101","ENSG00000080503",-0.285637199527675,6.04401687525701,8.79797189805318,0.00301565593851716,0.046767952776421,"chr9",1980290,2193624,0.403693721142804,0.442569043087816,"0.4029255209300291",213335,22170,"3","protein_coding",40.37,"SMARCA2"
"102","ENSG00000080802",-0.299906879192914,3.55664255021956,12.7604219544118,0.000354031022792699,0.0150621770011877,"chr7",135361795,135510127,0.371879487369635,0.410668153182497,"0.36965088143232006",148333,6983,"2","protein_coding",37.19,"CNOT4"
"103","ENSG00000080815",-0.217995251967613,6.28800715301443,9.10500474648046,0.00254911055609725,0.0428206707277102,"chr14",73136418,73223691,0.427275018905974,0.444077265648389,"0.4273477688950666",87274,10060,"4","protein_coding",42.73,"PSEN1"
"104","ENSG00000081692",0.335598585056386,3.29899645534874,9.25574072914102,0.00234758363545864,0.0408499947630933,"chr1",227730425,227735411,0.61259274112693,0.611219086347152,"0.5954950165560026",4987,5308,"8","protein_coding",61.26,"JMJD4"
"105","ENSG00000082074",-0.31569536148859,9.43538660887516,10.0415921082892,0.00153044870760887,0.0330960511038662,"chr5",39105236,39274528,0.379661297277501,0.400702090522868,"0.37858132924185844",169293,6074,"2","protein_coding",37.97,"FYB"
"106","ENSG00000082212",-0.268540667610909,5.72610322620146,9.19236948129884,0.0024302608832207,0.0414139779939267,"chr18",50879049,50954257,0.385951149463495,0.392671584931565,"0.38298302893688696",75209,9347,"2","protein_coding",38.6,"ME2"
"107","ENSG00000082701",-0.27600800032153,4.95903031732793,10.3381248996719,0.00130310322762032,0.0301414794129547,"chr3",119821323,120094417,0.37145681905564,0.421625768801155,"0.3648514451769075",273095,7994,"3","protein_coding",37.15,"GSK3B"
"108","ENSG00000082781",-0.673887654370084,2.8303571120531,10.1736374509372,0.00142462939168409,0.0316862823307356,"chr3",124761948,124901418,0.466125574492188,0.537476642720981,"0.46212083938149473",139471,6424,"7","protein_coding",46.61,"ITGB5"
"109","ENSG00000083168",-0.349654206609627,5.77186212891746,10.1930973260162,0.0014096733600565,0.0314731519816426,"chr8",41929479,42051990,0.388933328980018,0.438229275833343,"0.38053716113438274",122512,11833,"3","protein_coding",38.89,"KAT6A"
"110","ENSG00000083807",0.865183189115753,0.845925770313239,13.5595827075922,0.000231108472267908,0.0121906242968655,"chr19",58479512,58512413,0.513646586833627,0.568566400719943,"0.49660576324675065",32902,8015,"7","protein_coding",51.36,"SLC27A5"
"111","ENSG00000083845",0.553442527501341,8.69284595593953,18.9793252386344,1.32142556190945e-05,0.00279744199377239,"chr19",58386400,58394806,0.511478529796598,0.539716356410812,"0.5014575291861283",8407,4534,"7","protein_coding",51.15,"RPS5"
"112","ENSG00000083896",-0.24191671008426,6.44530218931383,8.60816637758083,0.00334659048700949,0.0492074823826308,"chr4",68310387,68350089,0.353978288794298,0.395267456476726,"0.33645525441216434",39703,7014,"2","protein_coding",35.4,"YTHDC1"
"113","ENSG00000084463",-0.267688196143712,5.40865794307915,10.7447797818215,0.00104573884200281,0.0272217439893799,"chr12",14784579,14803540,0.371690749920894,0.408717175938113,"0.3536792124740585",18962,5302,"2","protein_coding",37.17,"WBP11"
"114","ENSG00000084676",-0.440502909316225,6.06968639400232,16.2519314007575,5.54530369381933e-05,0.00620614848433754,"chr2",24491914,24770702,0.371047638177977,0.436911430450157,"0.36912927179337846",278789,8626,"3","protein_coding",37.1,"NCOA1"
"115","ENSG00000084754",-0.162104061435802,7.06056569347204,9.33368201977699,0.00224979843652443,0.0400925033754268,"chr2",26190635,26244726,0.419341122531983,0.497179336821571,"0.41408772300883845",54092,3936,"5","protein_coding",41.93,"HADHA"
