"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","B","chromosome_name","start","end","totalGC","exonGc","intronGc","length","exonLength","GCtile","biotype","gc","gene_name"
"20","ENSG00000023318",-0.257256183645094,5.71243850754983,-3.71636357432951,0.000303075358904163,0.01635812957515,0.0516984075338529,"chr9",99979179,100099040,0.378552001468355,0.388934692608618,"0.3722278698562063",119862,4842,"2","protein_coding",37.86,"ERP44"
"21","ENSG00000024048",-0.250234698923736,6.53632713825912,-3.22519181732392,0.00160520559948261,0.0382701052761316,-1.49489200252503,"chr6",42564062,42693504,0.39102153071236,0.418916590224134,"0.38866504808546204",129443,8791,"3","protein_coding",39.1,"UBR2"
"22","ENSG00000026508",-0.199109024657318,8.10347174322098,-3.23178392421229,0.00157143703180231,0.0378761592397783,-1.51435591601423,"chr11",35138870,35232402,0.41561801717041,0.423429940982953,"0.413761996354154",93533,10085,"3","protein_coding",41.56,"CD44"
"23","ENSG00000032444",0.386235285016435,6.64971447171233,3.35221799090483,0.00105986777279475,0.0301756100267446,-1.11928246325796,"chr19",7534004,7561764,0.558769496776053,0.630976344757509,"0.54363393360292",27761,7902,"8","protein_coding",55.88,"PNPLA6"
"24","ENSG00000035403",-0.339472499009297,6.23716770437143,-3.85205877568927,0.000185801965546802,0.012752837252433,0.482826087683097,"chr10",73995193,74121363,0.414548509562419,0.453539839408706,"0.4101093624340075",126171,9966,"4","protein_coding",41.45,"VCL"
"25","ENSG00000035928",-0.411572909410906,5.1553854051666,-3.96901638535437,0.000120703070350604,0.0102955031511187,0.919221771611014,"chr4",39287456,39366375,0.392587430309174,0.417273789741148,"0.3901596192125551",78920,6680,"3","protein_coding",39.26,"RFC1"
"26","ENSG00000036257",-0.244068871509631,5.60900780343755,-3.14044321239584,0.00210396837647945,0.0428375762956203,-1.70023375717947,"chr2",224470150,224585397,0.372327502429543,0.368304150713973,"0.3644872546519234",115248,11774,"1","protein_coding",37.23,"CUL3"
"27","ENSG00000037897",0.526237097916198,0.500646215304012,3.18517185507992,0.00182515025035473,0.0401170765215583,-1.36776286938667,"chr12",57768471,57772793,0.542216053666435,0.563062907969536,"0.5037054913907744",4323,2777,"7","protein_coding",54.22,"METTL1"
"28","ENSG00000038219",-0.414015545550756,7.73107351911157,-3.95370915008672,0.000127777102973277,0.010540711156542,0.795909008610504,"chr4",13568738,13627723,0.388770216661581,0.418045643639494,"0.37560204629421967",58986,15832,"3","protein_coding",38.88,"BOD1L1"
"29","ENSG00000042088",-0.278471762812431,3.72852033618777,-4.03691409979801,9.35887800264149e-05,0.00918686287063763,1.20762341153502,"chr14",89954939,90044768,0.421362573750417,0.471766478889168,"0.42338522958077884",89830,6202,"5","protein_coding",42.14,"TDP1"
"30","ENSG00000043462",-0.276836520201108,7.6825112724293,-4.14704771795079,6.15630136310457e-05,0.00761496455748805,1.4738137737945,"chr5",170246237,170298227,0.44642341943798,0.439652108042131,"0.4464038102146935",51991,7223,"3","protein_coding",44.64,"LCP2"
"31","ENSG00000044574",-0.30693890914405,7.01922930537051,-3.65890095131643,0.000371486848740917,0.0181821599421355,-0.173590453844566,"chr9",125234853,125241330,0.439796233405372,0.460284827935166,"0.39876299217735967",6478,3900,"4","protein_coding",43.98,"HSPA5"
"32","ENSG00000047410",-0.386983212451932,6.57701073782324,-3.40843632574645,0.000878808016460302,0.02774565319703,-0.948705031867315,"chr1",186311652,186375693,0.341603947409512,0.394724278987202,"0.3290362398788345",64042,12299,"2","protein_coding",34.16,"TPR"
"33","ENSG00000048991",-0.312939250908303,3.71116296773616,-3.7978258988834,0.000226260959708865,0.0144044613153785,0.408773654441395,"chr2",135531455,135725270,0.379788046394519,0.449804970472221,"0.3755315132413914",193816,7866,"4","protein_coding",37.98,"R3HDM1"
"34","ENSG00000049769",0.366485154918928,2.43783068398726,3.13360154139133,0.00214994819794437,0.0435181011476451,-1.51366718947234,"chrX",49269843,49301461,0.478478130238148,0.58641680091698,"0.49161051366736513",31619,4433,"8","protein_coding",47.85,"PPP1R3F"
"35","ENSG00000051523",0.365154964254778,8.84302770601664,3.77152563349221,0.000248771444828862,0.0152837869128949,0.161640732559538,"chr16",88643283,88651152,0.618932655654384,0.640863378817039,"0.6025268178325535",7870,3657,"8","protein_coding",61.89,"CYBA"
"36","ENSG00000053254",-0.389454045176194,5.83727522854247,-3.76657469147383,0.000253240106490934,0.0155041181573248,0.211324245230461,"chr14",89124871,89619149,0.443101972772462,0.455675633594032,"0.448500839172388",494279,11060,"4","protein_coding",44.31,"FOXN3"
"37","ENSG00000053501",0.3242079501761,3.76769080923166,3.13123277673472,0.00216608367431259,0.0435181011476451,-1.60778303502547,"chr19",17215346,17219829,0.552631578947368,0.560267652999612,"0.5413492476701157",4484,2530,"7","protein_coding",55.26,"USE1"
"38","ENSG00000054118",-0.240546889203959,6.73318933524084,-3.37597921501144,0.000979449184618461,0.029317463872956,-1.05232045936418,"chr1",36224416,36305357,0.437177238022288,0.476369789928669,"0.43561786822359433",80942,4721,"5","protein_coding",43.72,"THRAP3"
"39","ENSG00000054967",0.329200304674117,5.96644029136861,3.37776566414021,0.000973640134693791,0.029317463872956,-1.01824480681437,"chr11",73376264,73397474,0.59841591626986,0.615822438487414,"0.5977898288918576",21211,6767,"8","protein_coding",59.84,"RELT"
"40","ENSG00000055130",-0.314881134865623,4.92638779352504,-3.41158725738293,0.000869572450267005,0.0275798872267898,-0.867421984062611,"chr7",148697914,148801036,0.412216479349903,0.459133706191617,"0.4106460439578156",103123,3524,"4","protein_coding",41.22,"CUL1"
"41","ENSG00000058866",-0.42770363195678,2.30069439256822,-3.52103307295164,0.000599910555308357,0.0236345927518456,-0.404156912450394,"chr3",186105668,186362237,0.446996920918268,0.444356022628078,"0.45486024472822234",256570,10949,"4","protein_coding",44.7,"DGKG"
"42","ENSG00000059145",0.325881140325139,4.8277792185686,3.3761079397213,0.000979029523288764,0.029317463872956,-0.968745841559979,"chr16",1363205,1414751,0.57821017711991,0.594348893899027,"0.5758781362308347",51547,7474,"8","protein_coding",57.82,"UNKL"
"43","ENSG00000060237",-0.407087097511852,6.15055670176364,-4.10642103829188,7.19124163580585e-05,0.00787969911306073,1.36140884440993,"chr12",752593,911452,0.387240337404004,0.479572780913462,"0.3821994055583756",158860,14337,"5","protein_coding",38.72,"WNK1"
"44","ENSG00000060971",0.230551380354646,6.48635106488354,3.42002267753932,0.000845293977567108,0.0272640024782326,-0.909526430533554,"chr3",38103129,38137242,0.514568798733658,0.508176638666898,"0.5094061318875999",34114,7310,"6","protein_coding",51.46,"ACAA1"
"45","ENSG00000063177",0.293798039855741,9.03491702680472,3.30172847128053,0.00125169893188774,0.0332732253134636,-1.32423012998745,"chr19",48615328,48619536,0.568306010928962,0.574487609410629,"0.5928344784197999",4209,7524,"7","protein_coding",56.83,"RPL18"
"46","ENSG00000064419",-0.240035140916349,5.25460934762102,-3.61138179913629,0.000438848896551145,0.0199767201069952,-0.267121728369065,"chr7",128954180,129055173,0.398043448125631,0.474769744385129,"0.3932558883474636",100994,4652,"5","protein_coding",39.8,"TNPO3"
"47","ENSG00000064687",0.400292024581355,7.47967657242499,3.41989804262996,0.00084564801950013,0.0272640024782326,-0.936478868547014,"chr19",1040101,1065572,0.604860238693467,0.633694808946968,"0.5899577319804423",25472,8729,"8","protein_coding",60.49,"ABCA7"
"48","ENSG00000064763",-0.368111869597264,3.83810335128184,-3.3200653920464,0.00117855689135152,0.0322772163495467,-1.08069110791228,"chr12",29149103,29340980,0.388991963643565,0.441290730897871,"0.3901273829409594",191878,5393,"3","protein_coding",38.9,"FAR2"
"49","ENSG00000065057",0.402734376088607,2.54920800176469,3.17656433010532,0.00187598043828855,0.0405931396731548,-1.40101764596717,"chr16",2039815,2047866,0.614381520119225,0.630927532628452,"0.6026290762432147",8052,2508,"8","protein_coding",61.44,"NTHL1"
"50","ENSG00000065427",-0.244313548286373,6.33409684123196,-3.41496578267246,0.000859771007327208,0.0274882094941025,-0.92108784090655,"chr16",75627474,75648643,0.455692017005196,0.467816676029512,"0.44374884919904256",21170,4048,"4","protein_coding",45.57,"KARS"
"51","ENSG00000065534",-0.650868363393962,1.5377265403315,-3.15961948725845,0.00197991171234374,0.0415583014975929,-1.41065641635413,"chr3",123610049,123884331,0.453378444890861,0.483353176268331,"0.45324754312972954",274283,22276,"5","protein_coding",45.34,"MYLK"
"52","ENSG00000066933",-0.350256355463086,3.80051319062879,-3.86850733659951,0.00017495894556286,0.012438822818222,0.640012809542829,"chr15",71822289,72118577,0.37931209056023,0.400332931684866,"0.376361632543803",296289,20371,"2","protein_coding",37.93,"MYO9A"
"53","ENSG00000067066",-0.305373815023444,7.08597642112005,-3.47520973156771,0.000701492118481013,0.025414263946041,-0.757207435249847,"chr2",230415942,230544090,0.392004619622471,0.425288870947369,"0.3854684985812574",128149,12776,"3","protein_coding",39.2,"SP100"
"54","ENSG00000067141",-0.62101894582055,1.11135101348045,-3.28310818422518,0.00133029506576684,0.0343800256910498,-1.0777204209008,"chr15",73051710,73305206,0.387278744916113,0.489809993254726,"0.3851313975186808",253497,8085,"5","protein_coding",38.73,"NEO1"
"55","ENSG00000067992",-0.466893403690363,3.60700288728622,-3.84152750640683,0.000193076724147201,0.0130482735384249,0.557756907862587,"chrX",24465221,24539837,0.409544741814868,0.448268616462259,"0.40965617687288597",74617,2683,"4","protein_coding",40.95,"PDK3"
"56","ENSG00000068489",-0.410944996434644,2.08871192940933,-3.70823797718213,0.000311966512688877,0.0166820108801412,0.168595922062291,"chr17",59155499,59204705,0.444713150568009,0.450599925505321,"0.44271868259111036",49207,4190,"4","protein_coding",44.47,"PRR11"
"57","ENSG00000068831",0.353704923977045,8.17783911845891,3.58443688691615,0.000482012495358125,0.0209122013726855,-0.436760302312982,"chr11",64726911,64745456,0.556292461986412,0.625831074759167,"0.5360772152202723",18546,6821,"8","protein_coding",55.63,"RASGRP2"
"58","ENSG00000069248",-0.284849911224649,4.20704999956671,-4.00220689390505,0.000106626144737017,0.00978622672620613,1.07184591968495,"chr1",229440260,229508341,0.402543991069593,0.437659868488004,"0.4006054212009848",68082,6053,"3","protein_coding",40.25,"NUP133"
"59","ENSG00000069329",-0.336678678134568,5.99280372131762,-4.12279873202486,6.75542662236997e-05,0.00772598150526661,1.42518713566204,"chr16",46656132,46689518,0.388594363075449,0.422494585294457,"0.36990457708974117",33387,9915,"3","protein_coding",38.86,"VPS35"
"60","ENSG00000069849",-0.235274283340874,4.96168359888181,-3.59209536867508,0.000469353041512288,0.0207757552145779,-0.312605007278598,"chr3",141876124,141926514,0.406124109463992,0.450151044864917,"0.4029230250526267",50391,2571,"4","protein_coding",40.61,"ATP1B3"
"61","ENSG00000070423",0.388926797156817,5.04793441913892,3.04884615569326,0.00280233537265745,0.0499768119653434,-1.92274954793682,"chr19",647526,663277,0.635474860335196,0.655286024865676,"0.6511487198315911",15752,3487,"8","protein_coding",63.55,"RNF126"
"62","ENSG00000071564",0.301290125104841,5.54137457829205,3.1695263377809,0.0019185165864329,0.0409602125640492,-1.61045584106423,"chr19",1609290,1652605,0.595669036845507,0.629114608921137,"0.5899797613267947",43316,6219,"8","protein_coding",59.57,"TCF3"
"63","ENSG00000071626",0.323541332204804,6.43656821778477,4.37859625333199,2.49081325435655e-05,0.00497341814685215,2.34166693950006,"chr19",1407569,1435687,0.587467548632597,0.577857521204346,"0.5774172427084382",28119,9188,"7","protein_coding",58.75,"DAZAP1"
"64","ENSG00000071655",0.369208343286634,4.86268385999384,3.06629147182979,0.00265469842904138,0.0482874804313521,-1.86140750101547,"chr19",1573596,1592801,0.580443611371446,0.630117810967359,"0.5762114196339045",19206,8039,"8","protein_coding",58.04,"MBD3"
"65","ENSG00000071889",0.381084815556597,4.30519618601829,3.43622982308356,0.000800422407346268,0.0267171693044788,-0.753608538658461,"chrX",154506159,154516242,0.553153510511702,0.562782861437361,"0.5247893274754026",10084,5547,"7","protein_coding",55.32,"FAM3A"
"66","ENSG00000072062",-0.289578702660431,6.14469993608166,-3.04655763125113,0.00282225611405619,0.0499768119653434,-1.98886743337561,"chr19",14091688,14118084,0.533469712467326,0.568192191083484,"0.5159955874241589",26397,6132,"7","protein_coding",53.35,"PRKACA"
"67","ENSG00000072609",0.238234788518478,5.83036496142928,4.04629017332768,9.03370708739828e-05,0.00918686287063763,1.16169764610572,"chr12",132822187,132956304,0.486936876481904,0.550211351939337,"0.4827176983406506",134118,17451,"7","protein_coding",48.69,"CHFR"
"68","ENSG00000073169",0.36047609585501,5.19675222440093,3.26576870439745,0.00140760620581016,0.0355288302179033,-1.31330697767434,"chr22",50200979,50217616,0.557819449453059,0.667003705620157,"0.5393730604753842",16638,2608,"8","protein_coding",55.78,"SELENOO"
"69","ENSG00000073584",-0.35394637227265,2.31271054340486,-3.29225987901157,0.00129110709884329,0.0338890743464582,-1.06985527138654,"chr17",40624962,40648508,0.377160572472077,0.402463793867722,"0.3453094955771181",23547,11179,"2","protein_coding",37.72,"SMARCE1"
"70","ENSG00000073614",-0.287960372025614,6.6081388082491,-3.12873035499494,0.00218325156861693,0.0436466330587655,-1.77347321680535,"chr12",280129,389454,0.394636225600498,0.424567702835673,"0.3911522415268601",109326,12060,"3","protein_coding",39.46,"KDM5A"
"71","ENSG00000073792",-0.676783759983789,3.89470691262793,-3.13072027441331,0.00216958947159166,0.0435181011476451,-1.62359400500709,"chr3",185643739,185825056,0.425390749953121,0.468961514974592,"0.42171078848228194",181318,4715,"4","protein_coding",42.54,"IGF2BP2"
"72","ENSG00000073921",-0.317248400398638,7.48173633194571,-3.3735806950521,0.000987299607220656,0.029317463872956,-1.07943987482329,"chr11",85957684,86069882,0.373336660754552,0.395387383604437,"0.3688460188777284",112199,5807,"2","protein_coding",37.33,"PICALM"
"73","ENSG00000074071",0.331029452226489,4.80189412868535,3.38163773084164,0.000961159867331607,0.0292581879058959,-0.946897682823165,"chr16",1771890,1773155,0.654028436018957,0.644464444911236,"0.6222222222222222",1266,1094,"8","protein_coding",65.4,"MRPS34"
"74","ENSG00000074319",-0.211492219421626,5.31445935383158,-3.45041843873896,0.000762985311627612,0.0262158497996495,-0.770307468762629,"chr11",18468336,18527232,0.396981170518023,0.440192675089398,"0.39299464256181266",58897,3824,"3","protein_coding",39.7,"TSG101"
"75","ENSG00000074842",0.318797160606225,4.84374646113698,3.21260305410903,0.00167157798454419,0.0388509216487115,-1.44693573063758,"chr19",4641374,4670370,0.547366968996793,0.570944963408981,"0.545778611090153",28997,1671,"7","protein_coding",54.74,"MYDGF"
"76","ENSG00000075407",-0.436492506842999,3.85950508121189,-4.21972678584115,4.65041324154869e-05,0.00678015176466489,1.84121468262007,"chr10",38094334,38150293,0.391065046461758,0.40319393687654,"0.39440681158980734",55960,13181,"2","protein_coding",39.11,"ZNF37A"
"77","ENSG00000075413",-0.181292129687721,6.32521986736138,-3.22609823366818,0.00160052266529837,0.038210304010812,-1.48421212889489,"chr14",103385392,103503831,0.421529888551165,0.451068467721566,"0.417270036296631",118440,8866,"4","protein_coding",42.15,"MARK3"
"78","ENSG00000075568",-0.326908419775376,4.99582552609325,-3.44790692607688,0.000769489873767059,0.0262158497996495,-0.761793680420525,"chr2",97756333,97995891,0.3928927738052,0.480227283839468,"0.40146552523480394",239559,12947,"5","protein_coding",39.29,"TMEM131"
"79","ENSG00000075651",-0.479844725285396,2.10248148654833,-3.35563929066916,0.00104791935658485,0.0300865866250857,-0.882457533321917,"chr3",171600405,171810950,0.388556419974732,0.428608695725457,"0.3841491907249764",210546,12820,"3","protein_coding",38.86,"PLD1"
"80","ENSG00000075785",-0.240076685077601,7.39386608449055,-3.50770093473612,0.000627938108869566,0.0240906124693169,-0.663806809464353,"chr3",128726122,128814796,0.440586411051593,0.460353492693158,"0.4388614859220958",88675,2764,"4","protein_coding",44.06,"RAB7A"
"81","ENSG00000076604",0.385132385392339,3.62831079263163,3.2919953146654,0.00129222467771481,0.0338890743464582,-1.13868466134543,"chr17",28743984,28750958,0.596415770609319,0.580592641168997,"0.6160605202643071",6975,5594,"7","protein_coding",59.64,"TRAF4"
"82","ENSG00000076650",-0.271629865038877,3.34526324210929,-3.15853567323148,0.00198673799203108,0.0415583014975929,-1.50750847840164,"chr19",33080880,33130542,0.457141131224453,0.475058507807973,"0.45422604005305867",49663,4467,"5","protein_coding",45.71,"GPATCH1"
"83","ENSG00000077044",0.242523651431489,6.70868334464778,3.17326493978984,0.00189581091833659,0.040689497999569,-1.64893020713117,"chr2",233354507,233472104,0.477610163438154,0.551120827723644,"0.4643212656148962",117598,9734,"7","protein_coding",47.76,"DGKD"
"84","ENSG00000077348",0.373129587734583,3.44130079425344,3.15169718594896,0.00203031601537373,0.0420754623204036,-1.5256126211736,"chr19",41386374,41397479,0.525301638753827,0.593397075821747,"0.5326379010589537",11106,1481,"8","protein_coding",52.53,"EXOSC5"
"85","ENSG00000077420",-0.413970913539491,7.31495696137273,-3.72167783929582,0.000297390866171049,0.0162781854853421,0.0236433225064561,"chr10",26438203,26567803,0.415521485173726,0.477318583765105,"0.4129634917487301",129601,3966,"5","protein_coding",41.55,"APBB1IP"
"86","ENSG00000077549",-0.254163441816065,8.10160119781818,-3.35335755926986,0.00105587389336215,0.0301670897240104,-1.15276067343865,"chr1",19338776,19485539,0.49208252705023,0.544802574647145,"0.49362036620507005",146764,3223,"7","protein_coding",49.21,"CAPZB"
"87","ENSG00000078070",-0.240024340027314,3.58575106026353,-3.32037613716925,0.00117735254984926,0.0322772163495467,-1.06077885414075,"chr3",183015218,183116075,0.416208927402883,0.468189474745615,"0.4064520422800101",100858,4306,"4","protein_coding",41.62,"MCCC1"
"88","ENSG00000078618",-0.255439170060672,7.08364098901574,-3.96306036904595,0.000123409976390623,0.0103644334053665,0.84046051509385,"chr1",51789191,51878937,0.393450477453285,0.429333019021412,"0.3768811927634069",89747,6821,"3","protein_coding",39.35,"NRDC"
"89","ENSG00000078808",0.318330921079498,6.52704798559733,3.51577018673889,0.000610830730917203,0.0237980194522088,-0.614500477808464,"chr1",1216908,1232031,0.613528167151547,0.634506474030912,"0.6246295079747343",15124,4702,"8","protein_coding",61.35,"SDF4"
"90","ENSG00000079246",-0.275385077218496,7.36947794424497,-3.93356355785885,0.000137691405342789,0.0109173412514837,0.73355484570021,"chr2",216107464,216206303,0.394637798462161,0.430067281195053,"0.39308681548215746",98840,5592,"3","protein_coding",39.46,"XRCC5"
"91","ENSG00000079819",-0.459685988259374,2.65728667632081,-3.07202916978313,0.00260773555658952,0.047979603628099,-1.6954738377211,"chr6",130839347,131063322,0.38598331964139,0.417752290723991,"0.38549214754428623",223976,10214,"3","protein_coding",38.6,"EPB41L2"
"92","ENSG00000080200",-0.375839638175604,2.2074821030921,-3.11289891919993,0.00229482148894248,0.0448553770018697,-1.55994250024424,"chr3",97822040,97944963,0.371082945559858,0.398051288606954,"0.3682904370084149",122924,11029,"2","protein_coding",37.11,"CRYBG3"
"93","ENSG00000080802",-0.305011323045053,3.48108569043609,-3.57120443079051,0.000504648352654729,0.0214701603014437,-0.301707526930163,"chr7",135361795,135510127,0.371879487369635,0.410668153182497,"0.36965088143232006",148333,6983,"2","protein_coding",37.19,"CNOT4"
"94","ENSG00000080815",-0.198722046203192,6.24845057890716,-3.51652967664501,0.00060924335870517,0.0237889223462412,-0.605526473976725,"chr14",73136418,73223691,0.427275018905974,0.444077265648389,"0.4273477688950666",87274,10060,"4","protein_coding",42.73,"PSEN1"
"95","ENSG00000081692",0.381367689952977,3.17946597489282,3.59416707782704,0.000465982835477646,0.020728568106779,-0.210960555671069,"chr1",227730425,227735411,0.61259274112693,0.611219086347152,"0.5954950165560026",4987,5308,"8","protein_coding",61.26,"JMJD4"
"96","ENSG00000082074",-0.26936511826214,9.35956710544908,-3.11181030930587,0.00230268428761977,0.0448553770018697,-1.88344291034476,"chr5",39105236,39274528,0.379661297277501,0.400702090522868,"0.37858132924185844",169293,6074,"2","protein_coding",37.97,"FYB"
"97","ENSG00000082212",-0.243661920150293,5.67988702046113,-3.35580634480313,0.00104733918493449,0.0300865866250857,-1.07501319103449,"chr18",50879049,50954257,0.385951149463495,0.392671584931565,"0.38298302893688696",75209,9347,"2","protein_coding",38.6,"ME2"
"98","ENSG00000082701",-0.253349275505606,4.890933763193,-3.17551693912968,0.00188225463486703,0.0405931396731548,-1.56475386318155,"chr3",119821323,120094417,0.37145681905564,0.421625768801155,"0.3648514451769075",273095,7994,"3","protein_coding",37.15,"GSK3B"
"99","ENSG00000083845",0.534472104606175,8.52372095060594,4.14581006104018,6.18560625455749e-05,0.00761496455748805,1.45759805769422,"chr19",58386400,58394806,0.511478529796598,0.539716356410812,"0.5014575291861283",8407,4534,"7","protein_coding",51.15,"RPS5"
"100","ENSG00000084070",-0.35646746364756,8.55921559888671,-3.67979948486777,0.000345069585950545,0.017574544042716,-0.136925243378784,"chr1",40344850,40423326,0.41951144921442,0.51128448640487,"0.41974762659602866",78477,3616,"6","protein_coding",41.95,"SMAP2"
"101","ENSG00000084463",-0.260699969538026,5.35120821126803,-3.36609543871964,0.00101217980292675,0.0293803244108097,-1.02859506476551,"chr12",14784579,14803540,0.371690749920894,0.408717175938113,"0.3536792124740585",18962,5302,"2","protein_coding",37.17,"WBP11"
"102","ENSG00000084676",-0.416998103543339,5.97830847879773,-4.67387866148383,7.50387265716634e-06,0.00299660332861522,3.46908401156319,"chr2",24491914,24770702,0.371047638177977,0.436911430450157,"0.36912927179337846",278789,8626,"3","protein_coding",37.1,"NCOA1"
"103","ENSG00000086232",-0.312844013744821,6.27874931229402,-3.57135134229851,0.000504391624967083,0.0214701603014437,-0.434081261393679,"chr7",6022244,6059230,0.447048963149215,0.456527419666008,"0.4424459124159751",36987,5532,"4","protein_coding",44.7,"EIF2AK1"
"104","ENSG00000086827",-0.313646669859018,2.81030814018646,-3.5184230603744,0.000605302988144469,0.0236877033511948,-0.429808595772885,"chr11",113733187,113773811,0.391458461538462,0.437194117247654,"0.38370961153148836",40625,2976,"3","protein_coding",39.15,"ZW10"
"105","ENSG00000087263",-0.361656822247125,3.93498437476768,-4.20907874950011,4.84650018543622e-05,0.00681262838066398,1.80203846172248,"chr16",56451490,56479100,0.403860780123864,0.417427199423263,"0.3992461842589559",27611,5792,"3","protein_coding",40.39,"OGFOD1"
"106","ENSG00000087266",0.232334386731824,7.59096118452148,3.16531353588349,0.00194440490453037,0.0412682959261813,-1.69572095097023,"chr4",2793023,2841098,0.592332972793078,0.565016963052189,"0.6040300857150509",48076,14471,"7","protein_coding",59.23,"SH3BP2"
